m13_experiment,m13_epoch_min,m13_loss_rate,m13_density,m13_background_mode,method,n,offered_legit_resolution_rate_mean,offered_legit_resolution_rate_sd,offered_legit_resolution_rate_ci95_low,offered_legit_resolution_rate_ci95_high,observed_legit_resolution_rate_mean,observed_legit_resolution_rate_sd,observed_legit_resolution_rate_ci95_low,observed_legit_resolution_rate_ci95_high,false_defer_observed_legit_rate_mean,false_defer_observed_legit_rate_sd,false_defer_observed_legit_rate_ci95_low,false_defer_observed_legit_rate_ci95_high,p95_resolution_delay_ms_mean,p95_resolution_delay_ms_sd,p95_resolution_delay_ms_ci95_low,p95_resolution_delay_ms_ci95_high,p99_resolution_delay_ms_mean,p99_resolution_delay_ms_sd,p99_resolution_delay_ms_ci95_low,p99_resolution_delay_ms_ci95_high,reserve_grant_legit_p95_delay_ms_mean,reserve_grant_legit_p95_delay_ms_sd,reserve_grant_legit_p95_delay_ms_ci95_low,reserve_grant_legit_p95_delay_ms_ci95_high,reserve_grant_legit_p99_delay_ms_mean,reserve_grant_legit_p99_delay_ms_sd,reserve_grant_legit_p99_delay_ms_ci95_low,reserve_grant_legit_p99_delay_ms_ci95_high,attack_aes_amplification_mean,attack_aes_amplification_sd,attack_aes_amplification_ci95_low,attack_aes_amplification_ci95_high,actual_observation_loss_rate_mean,actual_observation_loss_rate_sd,actual_observation_loss_rate_ci95_low,actual_observation_loss_rate_ci95_high,reserve_grant_legit_count_mean,reserve_grant_legit_count_sd,reserve_grant_legit_count_ci95_low,reserve_grant_legit_count_ci95_high,reserve_grant_background_count_mean,reserve_grant_background_count_sd,reserve_grant_background_count_ci95_low,reserve_grant_background_count_ci95_high,reserve_grant_attack_count_mean,reserve_grant_attack_count_sd,reserve_grant_attack_count_ci95_low,reserve_grant_attack_count_ci95_high,budget_skip_legit_count_mean,budget_skip_legit_count_sd,budget_skip_legit_count_ci95_low,budget_skip_legit_count_ci95_high,budget_skip_background_count_mean,budget_skip_background_count_sd,budget_skip_background_count_ci95_low,budget_skip_background_count_ci95_high,budget_skip_attack_count_mean,budget_skip_attack_count_sd,budget_skip_attack_count_ci95_low,budget_skip_attack_count_ci95_high
main,15,0.0,100.0,unique,P3-Persist,20,0.955313,0.001903,0.954422,0.956203,0.955313,0.001903,0.954422,0.956203,0.050653,0.001881,0.049773,0.051534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75,26.019982,79.572273,103.927727,100.0,0.0,100.0,100.0,49783.104,112.036306,49730.669395,49835.538605,0.0,0.0,0.0,0.0,200.4,15.628584,193.085598,207.714402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,3.498496,6.512654,9.787346,1856.05,54.019952,1830.767884,1881.332116,22557.7,143.119788,22490.717877,22624.682123
main,15,0.0,1000.0,unique,BudgetDoS,20,0.56632,0.066637,0.535133,0.597507,0.56632,0.066637,0.535133,0.597507,0.43368,0.066637,0.402493,0.464867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45648.288,350.532672,45484.233659,45812.342341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.95,172.800303,1026.076969,1187.823031,24789.2,195.751615,24697.585424,24880.814576,247662.65,470.854797,247442.283172,247883.016828
main,15,0.0,1000.0,unique,P3-NoPersist,20,0.571804,0.035815,0.555042,0.588566,0.571804,0.035815,0.555042,0.588566,0.428373,0.035915,0.411564,0.445181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45650.304,342.776169,45489.879815,45810.728185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,32.937581,62.984738,93.815262,18519.85,161.179297,18444.415767,18595.284233,22571.85,105.462528,22522.492018,22621.207982
main,15,0.0,1000.0,unique,P3-Persist,20,0.955667,0.002115,0.954677,0.956656,0.955667,0.002115,0.954677,0.956656,0.049741,0.002291,0.048669,0.050814,0.0,0.0,0.0,0.0,5.0,22.36068,-5.46512,15.46512,72.75,41.437175,53.356805,92.143195,100.0,0.0,100.0,100.0,45765.216,339.358074,45606.391532,45924.040468,0.0,0.0,0.0,0.0,201.7,14.513515,194.907466,208.492534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.735729,5.41964,7.98036,18519.2,161.428361,18443.649201,18594.750799,22571.4,105.577809,22521.988065,22620.811935
main,15,0.0,5000.0,unique,BudgetDoS,20,0.523209,0.104222,0.474432,0.571986,0.523209,0.104222,0.474432,0.571986,0.476791,0.104222,0.428014,0.525568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33430.32,437.981204,33225.338487,33635.301513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.4,263.438877,1099.10681,1345.69319,124250.85,324.839276,124098.820539,124402.879461,248292.6,465.814781,248074.591972,248510.608028
main,15,0.0,5000.0,unique,P3-NoPersist,20,0.558563,0.045038,0.537484,0.579642,0.558563,0.045038,0.537484,0.579642,0.441652,0.045011,0.420587,0.462718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33433.344,446.279796,33224.478626,33642.209374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45,29.294287,59.739852,87.160148,92889.45,243.882084,92775.309671,93003.590329,22551.45,118.42496,22496.025413,22606.874587
main,15,0.0,5000.0,unique,P3-Persist,20,0.955484,0.002003,0.954546,0.956421,0.955484,0.002003,0.954546,0.956421,0.049787,0.002158,0.048777,0.050797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,44.426166,54.207914,95.792086,100.0,0.0,100.0,100.0,33497.856,428.427774,33297.34563,33698.36637,0.0,0.0,0.0,0.0,199.8,12.898796,193.763177,205.836823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,3.143916,6.628602,9.571398,92888.3,244.225327,92773.999028,93002.600972,22551.2,118.3143,22495.827203,22606.572797
main,15,0.2,100.0,unique,BudgetDoS,20,0.420436,0.0823,0.381918,0.458953,0.523882,0.100217,0.476979,0.570785,0.476118,0.100217,0.429215,0.523021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49607.712,122.907273,49550.189625,49665.234375,0.20027,0.000695,0.199944,0.200595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.75,200.309202,881.002408,1068.497592,1973.05,42.363682,1953.223186,1992.876814,197376.0,348.014065,197213.124404,197538.875596
main,15,0.2,100.0,unique,P3-NoPersist,20,0.458332,0.026169,0.446084,0.470579,0.57175,0.033993,0.555841,0.587659,0.428492,0.034162,0.412504,0.444481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49637.952,95.817224,49593.108159,49682.795841,0.20027,0.000695,0.199944,0.200595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.95,22.170333,53.573965,74.326035,1478.85,44.451363,1458.046122,1499.653878,17991.25,120.446483,17934.879311,18047.620689
main,15,0.2,100.0,unique,P3-Persist,20,0.756427,0.00702,0.753142,0.759713,0.943452,0.002751,0.942164,0.944739,0.062871,0.003032,0.061452,0.06429,0.0,0.0,0.0,0.0,5.0,22.36068,-5.46512,15.46512,93.0,23.642068,81.935172,104.064828,100.0,0.0,100.0,100.0,49778.064,104.708478,49729.058924,49827.069076,0.20027,0.000695,0.199944,0.200595,156.2,13.1933,150.025346,162.374654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,3.209771,6.747781,9.752219,1478.8,44.416213,1458.012572,1499.587428,17990.8,120.599642,17934.35763,18047.24237
main,15,0.2,1000.0,unique,BudgetDoS,20,0.463533,0.040289,0.444677,0.48239,0.579646,0.048899,0.556761,0.602532,0.420354,0.048899,0.397468,0.443239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45634.176,326.540908,45481.350151,45787.001849,0.200245,0.00062,0.199954,0.200535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.3,96.652443,812.065264,902.534736,19775.4,174.547053,19693.709465,19857.090535,197591.05,390.06659,197408.493216,197773.606784
main,15,0.2,1000.0,unique,P3-NoPersist,20,0.467438,0.02325,0.456556,0.478319,0.58471,0.029433,0.570935,0.598485,0.415585,0.029633,0.401716,0.429453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45632.16,329.417114,45477.988045,45786.331955,0.200245,0.00062,0.199954,0.200535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.15,20.787838,47.420992,66.879008,14777.35,143.341798,14710.263973,14844.436027,18010.95,107.556338,17960.612084,18061.287916
main,15,0.2,1000.0,unique,P3-Persist,20,0.754612,0.00717,0.751256,0.757968,0.943871,0.002111,0.942883,0.944859,0.061772,0.002723,0.060498,0.063047,0.0,0.0,0.0,0.0,5.0,22.36068,-5.46512,15.46512,83.75,34.901176,67.415747,100.084253,100.0,0.0,100.0,100.0,45754.128,330.32334,45599.531918,45908.724082,0.200245,0.00062,0.199954,0.200535,157.4,11.654681,151.945442,162.854558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.696977,5.437776,7.962224,14776.85,143.126471,14709.864749,14843.835251,18010.2,107.724112,17959.783564,18060.616436
main,15,0.2,5000.0,unique,BudgetDoS,20,0.433776,0.074925,0.39871,0.468843,0.541959,0.092784,0.498535,0.585383,0.458041,0.092784,0.414617,0.501465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33355.728,431.515965,33153.772312,33557.683688,0.200198,0.000517,0.199956,0.200441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.45,185.387638,852.685915,1026.214085,99182.55,279.557258,99051.713176,99313.386824,198298.8,385.956992,198118.166567,198479.433433
main,15,0.2,5000.0,unique,P3-NoPersist,20,0.444649,0.033276,0.429076,0.460223,0.555788,0.042753,0.535779,0.575797,0.44453,0.042781,0.424508,0.464552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33367.824,443.774339,33160.131216,33575.516784,0.200198,0.000517,0.199956,0.200441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.95,17.548354,50.737117,67.162883,74160.4,242.055757,74047.114419,74273.685581,18001.0,91.758264,17958.055811,18043.944189
main,15,0.2,5000.0,unique,P3-Persist,20,0.755108,0.007412,0.75164,0.758577,0.943666,0.001812,0.942818,0.944514,0.061952,0.001781,0.061118,0.062785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25,37.706449,61.602839,96.897161,100.0,0.0,100.0,100.0,33430.32,442.548314,33223.201014,33637.438986,0.200198,0.000517,0.199956,0.200441,155.55,7.653517,151.968044,159.131956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,3.347819,6.883172,10.016828,74159.0,241.962155,74045.758226,74272.241774,18000.9,91.660644,17958.001498,18043.798502
main,15,0.4,100.0,unique,BudgetDoS,20,0.34026,0.032846,0.324887,0.355632,0.565434,0.055202,0.539599,0.591269,0.434566,0.055202,0.408731,0.460401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49660.128,74.891076,49625.077897,49695.178103,0.400149,0.000833,0.399759,0.400538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.1,91.155679,626.437829,711.762171,1477.4,41.13316,1458.149089,1496.650911,147436.15,298.835155,147296.290842,147576.009158
main,15,0.4,100.0,unique,P3-NoPersist,20,0.335279,0.027601,0.322361,0.348196,0.556986,0.045051,0.535901,0.578071,0.443532,0.045342,0.422311,0.464753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49664.16,72.393033,49630.279018,49698.040982,0.400149,0.000833,0.399759,0.400538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.45,16.878747,38.550503,54.349497,1107.8,34.356643,1091.720596,1123.879404,13432.15,100.714435,13385.014194,13479.285806
main,15,0.4,100.0,unique,P3-Persist,20,0.557582,0.00926,0.553248,0.561915,0.926261,0.003739,0.924511,0.92801,0.079763,0.004923,0.077459,0.082067,0.0,0.0,0.0,0.0,5.0,22.36068,-5.46512,15.46512,75.0,41.864443,55.406838,94.593162,100.0,0.0,100.0,100.0,49792.176,80.977504,49754.277361,49830.074639,0.400149,0.000833,0.399759,0.400538,118.95,8.660102,114.896947,123.003053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,3.048295,6.423354,9.276646,1107.7,34.440032,1091.581569,1123.818431,13431.5,100.43301,13384.495904,13478.504096
main,15,0.4,1000.0,unique,BudgetDoS,20,0.347685,0.012017,0.342061,0.353309,0.578751,0.022182,0.56837,0.589133,0.421249,0.022182,0.410867,0.43163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45677.52,298.582643,45537.779022,45817.260978,0.400095,0.000782,0.399729,0.400461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.25,41.689169,626.738868,665.761132,14748.55,158.192912,14674.513438,14822.586562,147700.45,291.618438,147563.96837,147836.93163
main,15,0.4,1000.0,unique,P3-NoPersist,20,0.338618,0.021746,0.328441,0.348796,0.56333,0.031933,0.548385,0.578275,0.436999,0.032111,0.42197,0.452027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45664.416,299.657118,45524.172152,45804.659848,0.400095,0.000782,0.399729,0.400461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,21.770332,36.311171,56.688829,11022.75,115.681903,10968.609203,11076.890797,13454.6,98.402182,13408.546361,13500.653639
main,15,0.4,1000.0,unique,P3-Persist,20,0.556241,0.011252,0.550975,0.561508,0.92561,0.003812,0.923826,0.927395,0.079613,0.004087,0.0777,0.081526,0.0,0.0,0.0,0.0,10.0,30.779351,-4.405179,24.405179,58.0,48.839156,35.142571,80.857429,100.0,0.0,100.0,100.0,45778.32,294.543414,45640.469439,45916.170561,0.400095,0.000782,0.399729,0.400461,118.85,9.642423,114.337207,123.362793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,2.280351,5.532763,7.667237,11022.35,115.68436,10968.208053,11076.491947,13454.2,98.473935,13408.11278,13500.28722
main,15,0.4,5000.0,unique,BudgetDoS,20,0.338947,0.038583,0.32089,0.357005,0.565858,0.065353,0.535272,0.596444,0.434142,0.065353,0.403556,0.464728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33232.752,435.267082,33029.040735,33436.463265,0.400183,0.000718,0.399847,0.400519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.45,101.609404,619.895335,715.004665,74203.7,231.385552,74095.408228,74311.991772,148267.4,411.333697,148074.889904,148459.910096
main,15,0.4,5000.0,unique,P3-NoPersist,20,0.336323,0.022628,0.325733,0.346913,0.561326,0.037807,0.543631,0.57902,0.439068,0.037844,0.421357,0.456779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33230.736,438.732689,33025.402781,33436.069219,0.400183,0.000718,0.399847,0.400519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.15,24.508377,33.679727,56.620273,55468.5,184.616387,55382.096871,55554.903129,13451.25,91.92381,13408.228333,13494.271667
main,15,0.4,5000.0,unique,P3-Persist,20,0.555045,0.008533,0.551051,0.559039,0.926269,0.003402,0.924677,0.927862,0.079337,0.003363,0.077763,0.080911,0.0,0.0,0.0,0.0,5.0,22.36068,-5.46512,15.46512,75.5,40.2917,56.642904,94.357096,100.0,0.0,100.0,100.0,33287.184,431.704295,33085.140171,33489.227829,0.400183,0.000718,0.399847,0.400519,117.15,8.16459,113.328854,120.971146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,2.71981,6.87709,9.42291,55467.3,184.790094,55380.815574,55553.784426,13451.2,92.011784,13408.137159,13494.262841
main,5,0.0,100.0,unique,BudgetDoS,20,0.520102,0.102348,0.472202,0.568003,0.520102,0.102348,0.472202,0.568003,0.479898,0.102348,0.431997,0.527798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49624.848,131.056323,49563.511753,49686.184247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.15,264.945729,1103.151582,1351.148418,2473.9,59.421687,2446.089795,2501.710205,247452.95,381.510361,247274.397655,247631.502345
main,5,0.0,100.0,unique,P3-NoPersist,20,0.547547,0.060322,0.519315,0.575778,0.547547,0.060322,0.519315,0.575778,0.452727,0.060235,0.424536,0.480918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49630.896,118.868443,49575.263856,49686.528144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.15,17.17181,65.113346,81.186654,1856.1,54.038875,1830.809028,1881.390972,22558.7,143.310888,22491.62844,22625.77156
main,5,0.0,100.0,unique,P3-Persist,20,0.853841,0.005005,0.851498,0.856183,0.853841,0.005005,0.851498,0.856183,0.153106,0.005044,0.150745,0.155466,0.0,0.0,0.0,0.0,7.05,23.068491,-3.746386,17.846386,80.5,40.062451,61.750196,99.249804,100.0,0.0,100.0,100.0,49708.512,109.271937,49657.371159,49759.652841,0.0,0.0,0.0,0.0,248.3,7.327669,244.870545,251.729455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,6.245841,24.876857,30.723143,1856.05,54.019952,1830.767884,1881.332116,22558.25,143.032891,22491.308546,22625.191454
main,5,0.0,1000.0,unique,BudgetDoS,20,0.56632,0.066637,0.535133,0.597507,0.56632,0.066637,0.535133,0.597507,0.43368,0.066637,0.402493,0.464867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45648.288,350.532672,45484.233659,45812.342341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.95,172.800303,1026.076969,1187.823031,24789.2,195.751615,24697.585424,24880.814576,247662.65,470.854797,247442.283172,247883.016828
main,5,0.0,1000.0,unique,P3-NoPersist,20,0.557116,0.05654,0.530654,0.583577,0.557116,0.05654,0.530654,0.583577,0.44306,0.056534,0.416602,0.469519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45642.24,344.245768,45481.128021,45803.351979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,27.323404,59.812253,85.387747,18519.8,161.224459,18444.34463,18595.25537,22571.85,105.473506,22522.48688,22621.21312
main,5,0.0,1000.0,unique,P3-Persist,20,0.853017,0.003533,0.851363,0.854671,0.853017,0.003533,0.851363,0.854671,0.153234,0.004554,0.151103,0.155366,0.0,0.0,0.0,0.0,6.65,22.716271,-3.981542,17.281542,65.25,48.59811,42.505384,87.994616,100.0,0.0,100.0,100.0,45707.76,338.599252,45549.290672,45866.229328,0.0,0.0,0.0,0.0,247.75,8.72911,243.664651,251.835349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,7.715159,21.339194,28.560806,18519.55,161.150951,18444.129033,18594.970967,22571.65,105.476001,22522.285712,22621.014288
main,5,0.0,5000.0,unique,BudgetDoS,20,0.523209,0.104222,0.474432,0.571986,0.523209,0.104222,0.474432,0.571986,0.476791,0.104222,0.428014,0.525568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33430.32,437.981204,33225.338487,33635.301513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.4,263.438877,1099.10681,1345.69319,124250.85,324.839276,124098.820539,124402.879461,248292.6,465.814781,248074.591972,248510.608028
main,5,0.0,5000.0,unique,P3-NoPersist,20,0.542057,0.070799,0.508923,0.575192,0.542057,0.070799,0.508923,0.575192,0.458159,0.070812,0.425018,0.4913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33429.312,436.647073,33224.954879,33633.669121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.7,35.22275,63.215246,96.184754,92889.75,244.066185,92775.523509,93003.976491,22551.45,118.42496,22496.025413,22606.874587
main,5,0.0,5000.0,unique,P3-Persist,20,0.854705,0.00457,0.852566,0.856844,0.854705,0.00457,0.852566,0.856844,0.152061,0.00478,0.149824,0.154298,0.0,0.0,0.0,0.0,12.6,32.059813,-2.404454,27.604454,79.75,38.745968,61.616329,97.883671,100.0,0.0,100.0,100.0,33468.624,437.658745,33263.793402,33673.454598,0.0,0.0,0.0,0.0,248.75,8.626001,244.712907,252.787093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,5.697645,22.73342,28.06658,92888.8,244.259482,92774.483043,93003.116957,22551.25,118.341555,22495.864447,22606.635553
main,5,0.2,100.0,unique,BudgetDoS,20,0.423661,0.078009,0.387152,0.46017,0.530669,0.096008,0.485736,0.575602,0.469331,0.096008,0.424398,0.514264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49642.992,109.540774,49591.72534,49694.25866,0.199981,0.00066,0.199672,0.20029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.85,195.005877,865.58444,1048.11556,1974.45,55.942146,1948.26827,2000.63173,197434.6,424.340529,197236.002519,197633.197481
main,5,0.2,100.0,unique,P3-NoPersist,20,0.443794,0.044673,0.422886,0.464701,0.556356,0.05644,0.529942,0.582771,0.443938,0.056335,0.417572,0.470303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49648.032,102.190992,49600.205144,49695.858856,0.199981,0.00066,0.199672,0.20029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.45,13.248535,52.249495,64.650505,1481.45,42.337584,1461.635401,1501.264599,17989.5,134.064988,17926.755654,18052.244346
main,5,0.2,100.0,unique,P3-Persist,20,0.664156,0.008413,0.660218,0.668093,0.832467,0.007051,0.829167,0.835767,0.174574,0.007084,0.171259,0.17789,0.0,0.0,0.0,0.0,18.6,38.569691,0.548829,36.651171,79.5,37.44821,61.973698,97.026302,100.0,0.0,100.0,100.0,49724.64,104.754433,49675.613416,49773.666584,0.199981,0.00066,0.199672,0.20029,207.55,7.680974,203.955193,211.144807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,5.735164,22.365861,27.734139,1481.45,42.337584,1461.635401,1501.264599,17989.25,134.021552,17926.525983,18051.974017
main,5,0.2,1000.0,unique,BudgetDoS,20,0.452058,0.054399,0.426599,0.477517,0.565666,0.06715,0.534238,0.597093,0.434335,0.06715,0.402907,0.465762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45622.08,264.638524,45498.225359,45745.934641,0.199951,0.000572,0.199684,0.200219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.55,137.184269,821.345786,949.754214,19791.05,165.218667,19713.725284,19868.374716,197678.25,331.647701,197523.034098,197833.465902
main,5,0.2,1000.0,unique,P3-NoPersist,20,0.45087,0.048489,0.428177,0.473564,0.564257,0.060436,0.535972,0.592542,0.435962,0.060497,0.407649,0.464276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45623.088,259.370512,45501.698864,45744.477136,0.199951,0.000572,0.199684,0.200219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3,22.019369,45.994618,66.605382,14784.2,146.428211,14715.669488,14852.730512,18010.85,93.802859,17966.948911,18054.751089
main,5,0.2,1000.0,unique,P3-Persist,20,0.664427,0.007913,0.660723,0.66813,0.831558,0.005187,0.82913,0.833985,0.175253,0.00591,0.172487,0.178019,0.0,0.0,0.0,0.0,17.7,37.162658,0.307341,35.092659,70.0,47.016235,47.995725,92.004275,100.0,0.0,100.0,100.0,45674.496,270.110741,45548.080282,45800.911718,0.199951,0.000572,0.199684,0.200219,207.65,8.969392,203.452195,211.847805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.488857,18.963122,25.036878,14784.15,146.360505,14715.651175,14852.648825,18010.6,93.717043,17966.739074,18054.460926
main,5,0.2,5000.0,unique,BudgetDoS,20,0.436334,0.072247,0.402521,0.470146,0.547053,0.09163,0.504169,0.589937,0.452947,0.09163,0.410063,0.495831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33415.2,582.991214,33142.351713,33688.048287,0.199826,0.000586,0.199551,0.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.55,189.938072,838.656246,1016.443754,99269.55,249.1027,99152.966348,99386.133652,198349.6,413.191991,198156.220196,198542.979804
main,5,0.2,5000.0,unique,P3-NoPersist,20,0.449514,0.042388,0.429676,0.469353,0.563228,0.052138,0.538827,0.587629,0.437068,0.052136,0.412667,0.461468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33412.176,575.449107,33142.857528,33681.494472,0.199826,0.000586,0.199551,0.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.35,20.178871,51.905998,70.794002,74201.85,204.569194,74106.10867,74297.59133,18037.9,104.814071,17988.845505,18086.954495
